PROD #,RETAIL UPC,BRAND,TYPE,Supplier,Package,,,START,END,QUANTITY,REG.,DISC.,PROM.,UNIT,TYPE,COMMENTS
8305,612620231124,Foothills Torch Pilsner,Bottle,Foothills Brewing,4,6,12,12/4/2016,12/31/2016,1,$31.98,$3.22,$28.76,$7.1900,Original,
4436,642860200246,Founders All Day IPA,Bottle,Founders Brewing Co,4,6,12,10/30/2016,11/5/2016,1,$33.00,$3.20,$29.80,$7.4500,Original,
4435,642860900245,Founders All Day IPA,Can,Founders Brewing Co,1,15,12,10/30/2016,11/5/2016,1,$16.70,$1.00,$15.70,$15.7000,Original,
4443,642860200253,Founders Azacca IPA,Bottle,Founders Brewing Co,4,6,12,10/30/2016,11/5/2016,1,$33.00,$3.20,$29.80,$7.4500,Original,
4405,642860200055,Founders Centennial IPA,Bottle,Founders Brewing Co,4,6,12,10/30/2016,11/5/2016,1,$33.00,$3.20,$29.80,$7.4500,Original,
4406,642860800057,Founders Centennial IPA,Can,Founders Brewing Co,2,12,12,10/30/2016,11/5/2016,1,$30.00,$3.20,$26.80,$13.4000,Original,
4411,642860200079,Founders Dirty Bastard,Bottle,Founders Brewing Co,4,6,12,10/30/2016,11/5/2016,1,$33.00,$3.20,$29.80,$7.4500,Original,
4439,642860800071,Founders Dirty Bastard,Can,Founders Brewing Co,2,12,12,10/30/2016,11/5/2016,1,$30.00,$3.20,$26.80,$13.4000,Original,
4423,642860200239,Founders Porter,Bottle,Founders Brewing Co,4,6,12,10/30/2016,11/5/2016,1,$33.00,$3.20,$29.80,$7.4500,Original,
4440,642860200505,Founders Rubaeus,Bottle,Founders Brewing Co,6,4,12,10/30/2016,11/5/2016,1,$52.30,$3.20,$49.10,$8.1833,Original,
4451,642860110262,Founders Rubaeus,Can,Founders Brewing Co,2,9,12,10/30/2016,11/5/2016,1,$30.00,$3.20,$26.80,$13.4000,Original,
1482,088573800029,Shiner Birthday Beer,Bottle,Gambrinus Co,4,6,12,10/30/2016,11/26/2016,1,$28.76,$1.60,$27.16,$6.7900,Original,
1482,088573800029,Shiner Birthday Beer,Bottle,Gambrinus Co,4,6,12,10/30/2016,11/26/2016,5,$28.76,$3.20,$25.56,$6.3900,Original,
1455,088573331011,Shiner Bock,Bottle,Gambrinus Co,4,6,12,10/30/2016,11/26/2016,1,$28.76,$1.60,$27.16,$6.7900,Original,
1455,088573331011,Shiner Bock,Bottle,Gambrinus Co,4,6,12,10/30/2016,11/26/2016,5,$28.76,$3.20,$25.56,$6.3900,Original,
1456,088573433333,Shiner Bock,Bottle,Gambrinus Co,2,12,12,10/2/2016,10/29/2016,1,$28.76,$3.18,$25.58,$12.7900,Original,
1456,088573433333,Shiner Bock,Bottle,Gambrinus Co,2,12,12,11/27/2016,12/31/2016,1,$28.76,$3.18,$25.58,$12.7900,Original,
1456,088573433333,Shiner Bock,Bottle,Gambrinus Co,2,12,12,10/2/2016,10/29/2016,5,$28.76,$4.78,$23.98,$11.9900,Original,
1456,088573433333,Shiner Bock,Bottle,Gambrinus Co,2,12,12,11/27/2016,12/31/2016,5,$28.76,$4.78,$23.98,$11.9900,Original,
1480,088573910018,Shiner Cream Ale,Bottle,Gambrinus Co,4,6,12,10/30/2016,11/26/2016,1,$28.76,$1.60,$27.16,$6.7900,Original,
1480,088573910018,Shiner Cream Ale,Bottle,Gambrinus Co,4,6,12,10/30/2016,11/26/2016,5,$28.76,$3.20,$25.56,$6.3900,Original,
1466,088573700022,Shiner Family Reunion,Bottle,Gambrinus Co,4,6,12,10/30/2016,11/26/2016,1,$28.76,$1.60,$27.16,$6.7900,Original,
1466,088573700022,Shiner Family Reunion,Bottle,Gambrinus Co,4,6,12,10/30/2016,11/26/2016,5,$28.76,$3.20,$25.56,$6.3900,Original,
1467,088573800029,Shiner Holiday Cheer,Bottle,Gambrinus Co,4,6,12,10/30/2016,11/26/2016,1,$28.76,$1.60,$27.16,$6.7900,Original,
1467,088573800029,Shiner Holiday Cheer,Bottle,Gambrinus Co,4,6,12,10/30/2016,11/26/2016,5,$28.76,$3.20,$25.56,$6.3900,Original,
1459,088573800029,Shiner Oktoberfest,Bottle,Gambrinus Co,4,6,12,10/30/2016,11/26/2016,1,$28.76,$1.60,$27.16,$6.7900,Original,
1459,088573800029,Shiner Oktoberfest,Bottle,Gambrinus Co,4,6,12,10/30/2016,11/26/2016,5,$28.76,$3.20,$25.56,$6.3900,Original,
1472,088573800029,Shiner Prickly Pear,Bottle,Gambrinus Co,4,6,12,10/30/2016,11/26/2016,1,$28.76,$1.60,$27.16,$6.7900,Original,
1472,088573800029,Shiner Prickly Pear,Bottle,Gambrinus Co,4,6,12,10/30/2016,11/26/2016,5,$28.76,$3.20,$25.56,$6.3900,Original,
1471,088573960044,Shiner Ruby Redbird,Bottle,Gambrinus Co,2,12,12,10/2/2016,10/29/2016,1,$28.76,$3.18,$25.58,$12.7900,Original,
1471,088573960044,Shiner Ruby Redbird,Bottle,Gambrinus Co,2,12,12,11/27/2016,12/31/2016,1,$28.76,$3.18,$25.58,$12.7900,Original,
1471,088573960044,Shiner Ruby Redbird,Bottle,Gambrinus Co,2,12,12,10/2/2016,10/29/2016,5,$28.76,$4.78,$23.98,$11.9900,Original,
1471,088573960044,Shiner Ruby Redbird,Bottle,Gambrinus Co,2,12,12,11/27/2016,12/31/2016,5,$28.76,$4.78,$23.98,$11.9900,Original,
3621,072890100160,Amstel Light,Bottle,Heineken Usa Inc,2,12,12,10/2/2016,12/31/2016,7,$27.60,$2.02,$25.58,$12.7900,Original,
3623,072890001511,Amstel Light,Can,Heineken Usa Inc,2,12,12,10/2/2016,12/31/2016,7,$27.60,$2.02,$25.58,$12.7900,Original,
3661,089826230105,Beers Of Mexico Variety,Bottle,Heineken Usa Inc,2,12,12,10/2/2016,12/31/2016,5,$27.05,$3.07,$23.98,$11.9900,Original,
3661,089826230105,Beers Of Mexico Variety,Bottle,Heineken Usa Inc,2,12,12,10/2/2016,10/8/2016,10,$27.05,$5.67,$21.38,$10.6900,Original,
3661,089826230105,Beers Of Mexico Variety,Bottle,Heineken Usa Inc,2,12,12,12/4/2016,12/10/2016,10,$27.05,$5.67,$21.38,$10.6900,Original,
1130,072311630115,Dos Equis Amber,Bottle,Heineken Usa Inc,4,6,12,10/2/2016,12/31/2016,1,$28.76,$2.38,$26.38,$6.5950,Original,
1131,072311331401,Dos Equis Amber,Bottle,Heineken Usa Inc,2,12,12,10/2/2016,12/31/2016,5,$27.60,$3.62,$23.98,$11.9900,Original,
1131,072311331401,Dos Equis Amber,Bottle,Heineken Usa Inc,2,12,12,10/2/2016,10/8/2016,10,$27.60,$6.22,$21.38,$10.6900,Original,
1131,072311331401,Dos Equis Amber,Bottle,Heineken Usa Inc,2,12,12,12/4/2016,12/10/2016,10,$27.60,$6.22,$21.38,$10.6900,Original,
1132,072311630122,Dos Equis Lager,Bottle,Heineken Usa Inc,4,6,12,10/2/2016,12/31/2016,1,$28.76,$2.38,$26.38,$6.5950,Original,
1129,072311230124,Dos Equis Lager,Bottle,Heineken Usa Inc,2,12,12,10/2/2016,12/31/2016,5,$27.60,$3.62,$23.98,$11.9900,Original,
1129,072311230124,Dos Equis Lager,Bottle,Heineken Usa Inc,2,12,12,10/2/2016,10/8/2016,10,$27.60,$6.22,$21.38,$10.6900,Original,
1141,072311412131,Dos Equis Lager,Can,Heineken Usa Inc,2,12,12,10/2/2016,10/8/2016,10,$27.60,$6.22,$21.38,$10.6900,Original,
1141,072311412131,Dos Equis Lager,Can,Heineken Usa Inc,2,12,12,12/4/2016,12/10/2016,10,$23.98,$6.22,$17.76,$8.8800,Original,
1129,072311230124,Dos Equis Lager,Bottle,Heineken Usa Inc,2,12,12,12/4/2016,12/10/2016,10,$27.60,$6.22,$21.38,$10.6900,Original,
1145,072311230186,Dos Equis Lager,Bottle,Heineken Usa Inc,1,18,12,10/2/2016,12/31/2016,5,$20.79,$5.00,$15.79,$15.7900,Original,
1144,089826230235,Dos Equis Variety,Bottle,Heineken Usa Inc,1,18,12,10/2/2016,12/31/2016,5,$20.79,$2.40,$18.39,$18.3900,Original,
3609,072890001740,Heineken,Mini Keg,Heineken Usa Inc,2,1,169.07,10/2/2016,12/31/2016,1,$33.31,$1.33,$31.98,$15.9900,Original,
3601,072890000163,Heineken,Bottle,Heineken Usa Inc,2,12,12,10/2/2016,12/31/2016,7,$27.60,$2.02,$25.58,$12.7900,Original,
3605,072890000200,Heineken,Can,Heineken Usa Inc,2,12,12,10/2/2016,12/31/2016,7,$27.60,$2.02,$25.58,$12.7900,Original,
3606,072890001528,Heineken,Bottle,Heineken Usa Inc,1,18,12,10/2/2016,12/31/2016,5,$22.09,$3.37,$18.72,$18.7200,Original,
3616,072890004949,Heineken,Can,Heineken Usa Inc,1,18,12,10/2/2016,12/31/2016,5,$22.09,$3.37,$18.72,$18.7200,Original,
3591,072890001597,Heineken Light,Bottle,Heineken Usa Inc,2,12,12,10/2/2016,12/31/2016,7,$27.60,$2.02,$25.58,$12.7900,Original,
3595,072890001887,Heineken Light,Can,Heineken Usa Inc,2,12,12,10/2/2016,12/31/2016,7,$27.60,$2.02,$25.58,$12.7900,Original,
1500,083820138931,Red Stripe,Bottle,Heineken Usa Inc,4,6,11.2,10/2/2016,12/31/2016,1,$26.63,$2.67,$23.96,$5.9900,Original,
1501,083820138948,Red Stripe,Bottle,Heineken Usa Inc,2,12,11.2,10/2/2016,12/31/2016,1,$23.30,$4.12,$19.18,$9.5900,Original,
1135,072311630214,Sol Cerveza,Bottle,Heineken Usa Inc,4,6,12,10/2/2016,12/31/2016,1,$28.76,$2.38,$26.38,$6.5950,Original,
1138,072311230216,Sol Cerveza,Bottle,Heineken Usa Inc,2,12,12,10/2/2016,12/31/2016,5,$27.05,$3.07,$23.98,$11.9900,Original,
1138,072311230216,Sol Cerveza,Bottle,Heineken Usa Inc,2,12,12,10/2/2016,10/8/2016,10,$27.05,$5.67,$21.38,$10.6900,Original,
1138,072311230216,Sol Cerveza,Bottle,Heineken Usa Inc,2,12,12,12/4/2016,12/10/2016,10,$27.05,$5.67,$21.38,$10.6900,Original,
3911,088345101828,Strongbow Cherry Blossom,Bottle,Heineken Usa Inc,4,6,11.2,10/2/2016,10/15/2016,1,$28.76,$1.58,$27.18,$6.7950,Original,
3911,088345101828,Strongbow Cherry Blossom,Bottle,Heineken Usa Inc,4,6,11.2,10/16/2016,12/31/2016,1,$31.98,$3.18,$28.80,$7.2000,Original,
3908,088345101552,Strongbow Gold Apple Cider,Can,Heineken Usa Inc,6,4,14.9,10/2/2016,12/31/2016,1,$33.43,$5.43,$28.00,$4.6667,Original,
3905,088345101514,Strongbow Gold Apple Cider,Bottle,Heineken Usa Inc,4,6,11.2,10/2/2016,10/15/2016,1,$28.76,$1.58,$27.18,$6.7950,Original,
3905,088345101514,Strongbow Gold Apple Cider,Bottle,Heineken Usa Inc,4,6,11.2,10/16/2016,12/31/2016,1,$31.98,$3.18,$28.80,$7.2000,Original,
3910,088345101583,Strongbow Honey Apple Cider,Bottle,Heineken Usa Inc,4,6,11.2,10/2/2016,10/15/2016,1,$28.76,$1.58,$27.18,$6.7950,Original,
3910,088345101583,Strongbow Honey Apple Cider,Bottle,Heineken Usa Inc,4,6,11.2,10/16/2016,12/31/2016,1,$31.98,$3.18,$28.80,$7.2000,Original,
3909,088345101682,Strongbow Variety,Bottle,Heineken Usa Inc,2,12,11.2,10/16/2016,12/31/2016,1,$30.38,$3.80,$26.58,$13.2900,Original,
3909,088345101682,Strongbow Variety,Bottle,Heineken Usa Inc,2,12,11.2,10/2/2016,10/15/2016,1,$28.76,$3.80,$24.96,$12.4800,Original,
3838,089826900336,Tecate,Can,Heineken Usa Inc,2,12,12,10/2/2016,12/31/2016,1,$21.60,$2.87,$18.73,$9.3650,Original,
3838,089826900336,Tecate,Can,Heineken Usa Inc,2,12,12,10/2/2016,12/31/2016,7,$21.60,$4.01,$17.59,$8.7950,Original,
17051,100000170511,Tecate Light,Keg,Heineken Usa Inc,1,1,676.28,10/2/2016,12/31/2016,2,$41.00,$3.00,$38.00,$38.0000,Original,
2053,712808242765,Highland Black Mocha Stout,Bottle,Highland Brewing Co,4,6,12,10/2/2016,10/29/2016,1,$31.98,$3.22,$28.76,$7.1900,Original,
2079,712808701224,Highland Clawhammer Oktoberfest,Bottle,Highland Brewing Co,4,6,12,10/2/2016,10/29/2016,1,$31.98,$3.22,$28.76,$7.1900,Original,
2038,712808701224,Highland Devil's Britches,Bottle,Highland Brewing Co,4,6,12,10/2/2016,10/29/2016,1,$31.98,$3.22,$28.76,$7.1900,Original,
2068,712808701224,Highland Early's Hoppy Wheat,Bottle,Highland Brewing Co,4,6,12,10/2/2016,10/29/2016,1,$31.98,$3.22,$28.76,$7.1900,Original,
2051,712808129820,Highland Gaelic Ale,Bottle,Highland Brewing Co,4,6,12,10/2/2016,10/29/2016,1,$31.98,$3.22,$28.76,$7.1900,Original,
2052,712808312543,Highland Gaelic Ale,Bottle,Highland Brewing Co,2,12,12,12/4/2016,12/31/2016,1,$30.32,$1.56,$28.76,$14.3800,Original,
2086,712808701224,Highland Little Hump,Bottle,Highland Brewing Co,4,6,12,10/2/2016,10/29/2016,1,$31.98,$3.22,$28.76,$7.1900,Original,
2060,712808701224,Highland Lost Cove Pale Ale,Bottle,Highland Brewing Co,4,6,12,10/2/2016,10/29/2016,1,$31.98,$3.22,$28.76,$7.1900,Original,
2063,712808455547,Highland Mountain Medley Variety,Bottle,Highland Brewing Co,2,12,12,12/4/2016,12/31/2016,1,$30.32,$1.56,$28.76,$14.3800,Original,
2056,712808129837,Highland Oatmeal Porter,Bottle,Highland Brewing Co,4,6,12,10/2/2016,10/29/2016,1,$31.98,$3.22,$28.76,$7.1900,Original,
2072,712808701224,Highland Razor Wit,Bottle,Highland Brewing Co,4,6,12,10/2/2016,10/29/2016,1,$31.98,$3.22,$28.76,$7.1900,Original,
2066,712808701224,Highland Saw-Whet Saison,Bottle,Highland Brewing Co,4,6,12,10/2/2016,10/29/2016,1,$31.98,$3.22,$28.76,$7.1900,Original,
2059,712808129813,Highland St Terese's Pale Ale,Bottle,Highland Brewing Co,4,6,12,10/2/2016,10/29/2016,1,$31.98,$3.22,$28.76,$7.1900,Original,
2067,712808701224,Highland Thunderstruck,Bottle,Highland Brewing Co,4,6,12,10/2/2016,10/29/2016,1,$31.98,$3.22,$28.76,$7.1900,Original,
2099,723830000148,Lagunitas Brown Shugga,Bottle,Lagunitas Brewing Co,4,6,12,10/2/2016,11/5/2016,1,$35.10,$3.14,$31.96,$7.9900,Original,
2106,723830024205,Lagunitas Censored Ale,Bottle,Lagunitas Brewing Co,4,6,12,10/2/2016,11/5/2016,1,$31.98,$3.20,$28.78,$7.1950,Original,
2117,723830000148,Lagunitas Hairy Eyeball,Bottle,Lagunitas Brewing Co,4,6,12,10/2/2016,11/5/2016,1,$35.10,$3.14,$31.96,$7.9900,Original,
2119,723830000148,Lagunitas Lil Sumpin' Extra,Bottle,Lagunitas Brewing Co,4,6,12,10/2/2016,11/5/2016,1,$35.10,$3.14,$31.96,$7.9900,Original,
2115,723830000209,Lagunitas Lil Sumpin' Sumpin',Bottle,Lagunitas Brewing Co,4,6,12,10/2/2016,11/5/2016,1,$35.10,$3.14,$31.96,$7.9900,Original,
2142,723830000148,Lagunitas Lucky 13,Bottle,Lagunitas Brewing Co,4,6,12,10/2/2016,11/5/2016,1,$35.10,$3.14,$31.96,$7.9900,Original,
2103,723830000179,Lagunitas Maximus IPA,Bottle,Lagunitas Brewing Co,4,6,12,10/2/2016,11/5/2016,1,$35.10,$3.14,$31.96,$7.9900,Original,
2122,723830000346,Lagunitas Sucks Ale,Bottle,Lagunitas Brewing Co,4,6,12,10/2/2016,11/5/2016,1,$35.10,$3.14,$31.96,$7.9900,Original,
2123,723830000148,Lagunitas Undercover Invest,Bottle,Lagunitas Brewing Co,4,6,12,10/2/2016,11/5/2016,1,$35.10,$3.14,$31.96,$7.9900,Original,
5702,815829010068,Cayman Jack Margarita,Bottle,Mike's Hard Beverage,4,6,11.2,10/2/2016,12/31/2016,1,$29.12,$1.74,$27.38,$6.8450,Original,
5700,815829010617,Cayman Jack Margarita,Can,Mike's Hard Beverage,2,12,8,10/2/2016,12/31/2016,1,$23.98,$0.80,$23.18,$11.5900,Original,
5700,815829010617,Cayman Jack Margarita,Can,Mike's Hard Beverage,2,12,8,10/2/2016,12/31/2016,3,$23.98,$3.20,$20.78,$10.3900,Original,
5704,815829011584,Cayman Jack Mojito,Bottle,Mike's Hard Beverage,4,6,11.2,10/2/2016,12/31/2016,1,$29.12,$1.74,$27.38,$6.8450,Original,
1665,635985258025,Mike's Apple Ale,Bottle,Mike's Hard Beverage,4,6,11.2,10/2/2016,12/31/2016,1,$27.16,$1.60,$25.56,$6.3900,Original,
1716,635985259596,Mike's Apple Ale,Can,Mike's Hard Beverage,2,12,8,10/2/2016,12/31/2016,1,$23.98,$0.80,$23.18,$11.5900,Original,
1716,635985259596,Mike's Apple Ale,Can,Mike's Hard Beverage,2,12,8,10/2/2016,12/31/2016,5,$23.98,$3.20,$20.78,$10.3900,Original,
1573,635985067443,Mike's Black Cherry,Bottle,Mike's Hard Beverage,4,6,11.2,10/2/2016,12/31/2016,1,$27.16,$1.60,$25.56,$6.3900,Original,
1713,635985259244,Mike's Black Cherry,Bottle,Mike's Hard Beverage,4,6,11.2,10/2/2016,12/31/2016,1,$27.16,$1.60,$25.56,$6.3900,Original,
1715,635985259480,Mike's Black Cherry,Can,Mike's Hard Beverage,2,12,8,10/2/2016,12/31/2016,1,$23.98,$0.80,$23.18,$11.5900,Original,
1715,635985259480,Mike's Black Cherry,Can,Mike's Hard Beverage,2,12,8,10/2/2016,12/31/2016,5,$23.98,$3.20,$20.78,$10.3900,Original,
1643,635985060741,Mike's Blackberry,Bottle,Mike's Hard Beverage,4,6,11.2,10/2/2016,12/31/2016,1,$27.16,$1.60,$25.56,$6.3900,Original,
1589,635985060741,Mike's Blood Orange,Bottle,Mike's Hard Beverage,4,6,11.2,10/2/2016,12/31/2016,1,$27.16,$1.60,$25.56,$6.3900,Original,
1670,635985010265,Mike's Classic Margarita,Bottle,Mike's Hard Beverage,4,6,11.2,10/2/2016,12/31/2016,1,$27.16,$1.60,$25.56,$6.3900,Original,
1620,635985606116,Mike's Cranberry,Bottle,Mike's Hard Beverage,4,6,11.2,10/2/2016,12/31/2016,1,$27.16,$1.60,$25.56,$6.3900,Original,
1598,635985060741,Mike's Glacier Berry,Bottle,Mike's Hard Beverage,4,6,11.2,10/2/2016,12/31/2016,1,$27.16,$1.60,$25.56,$6.3900,Original,
1592,635985060703,Mike's Hard Mango Punch,Bottle,Mike's Hard Beverage,4,6,11.2,10/2/2016,12/31/2016,1,$27.16,$1.60,$25.56,$6.3900,Original,
1718,635985259107,Mike's Harder Apple Firebomb,Can,Mike's Hard Beverage,6,4,16,10/2/2016,12/31/2016,1,$32.55,$4.55,$28.00,$4.6667,Original,
1574,635985010128,Mike's Harder Black Cherry,Can,Mike's Hard Beverage,6,4,16,10/2/2016,12/31/2016,1,$32.55,$4.55,$28.00,$4.6667,Original,
1587,635985245957,Mike's Harder Blood Orange,Can,Mike's Hard Beverage,6,4,16,10/2/2016,12/31/2016,1,$32.55,$4.55,$28.00,$4.6667,Original,
1579,635985249856,Mike's Harder Cranberry Lemonade,Can,Mike's Hard Beverage,12,1,23.5,10/2/2016,12/31/2016,1,$22.54,$1.04,$21.50,$1.7917,Original,
1572,635985010371,Mike's Harder Cranberry Lemonade,Can,Mike's Hard Beverage,6,4,16,10/2/2016,12/31/2016,1,$32.55,$4.55,$28.00,$4.6667,Original,
1596,635985259107,Mike's Harder Dragon Fruit,Can,Mike's Hard Beverage,6,4,16,10/2/2016,12/31/2016,1,$32.55,$4.55,$28.00,$4.6667,Original,
1609,635985259107,Mike's Harder Jamaican Lemonade,Can,Mike's Hard Beverage,6,4,16,10/2/2016,12/31/2016,1,$32.55,$4.55,$28.00,$4.6667,Original,
1607,635985245834,Mike's Harder Lemonade,Can,Mike's Hard Beverage,12,1,23.5,10/2/2016,12/31/2016,1,$22.54,$1.04,$21.50,$1.7917,Original,
1570,635985258759,Mike's Harder Lemonade,Can,Mike's Hard Beverage,6,4,16,10/2/2016,12/31/2016,1,$32.55,$4.55,$28.00,$4.6667,Original,
1591,635985259107,Mike's Harder Mango Lemonade,Can,Mike's Hard Beverage,6,4,16,10/2/2016,12/31/2016,1,$32.55,$4.55,$28.00,$4.6667,Original,
1581,635985200321,Mike's Harder Orange Soda,Can,Mike's Hard Beverage,12,1,23.5,10/2/2016,12/31/2016,1,$22.54,$1.04,$21.50,$1.7917,Original,
1724,635985259107,MIKE'S HARDER PASSIONFRUIT,Can,Mike's Hard Beverage,6,4,16,10/2/2016,12/31/2016,1,$32.55,$4.55,$28.00,$4.6667,Original,
1577,635985132196,Mike's Harder Strawberry Lemonade,Can,Mike's Hard Beverage,6,4,16,10/2/2016,12/31/2016,1,$32.55,$4.55,$28.00,$4.6667,Original,
1597,635985259107,Mike's Harder Tiger Blood,Can,Mike's Hard Beverage,6,4,16,10/2/2016,12/31/2016,1,$32.55,$4.55,$28.00,$4.6667,Original,
1603,635985000242,Mike's Lemonade,Bottle,Mike's Hard Beverage,12,1,24,10/2/2016,12/31/2016,1,$23.88,$1.50,$22.38,$1.8650,Original,
1600,635985100621,Mike's Lemonade,Bottle,Mike's Hard Beverage,4,6,11.2,10/2/2016,12/31/2016,1,$27.16,$1.60,$25.56,$6.3900,Original,
1605,635985259459,Mike's Lemonade,Can,Mike's Hard Beverage,2,12,8,10/2/2016,12/31/2016,1,$23.98,$0.80,$23.18,$11.5900,Original,
1601,635985120018,Mike's Lemonade,Bottle,Mike's Hard Beverage,2,12,11.2,10/2/2016,12/31/2016,2,$25.58,$2.28,$23.30,$11.6500,Original,
1605,635985259459,Mike's Lemonade,Can,Mike's Hard Beverage,2,12,8,10/2/2016,12/31/2016,5,$23.98,$3.20,$20.78,$10.3900,Original,
1599,635985259701,Mike's Mango,Bottle,Mike's Hard Beverage,12,1,24,10/2/2016,12/31/2016,1,$23.88,$1.50,$22.38,$1.8650,Original,
